bar_id,bar_pub_name,borough,building,address,zip,phone,latitude,longitude,score,grade,grade_dt
50077286,KELLYS PUB,Queens,13611,41ST AVE,11355,7187957657,40.758668796781,-73.829083067739,8,A,2022-04-06
40999727,KGB BAR,Manhattan,85,EAST    4 STREET,10003,2125053360,40.726385474656,-73.989887077565,12,A,2018-01-09
50072379,KINGSLAND BAR,Brooklyn,269,NORMAN AVENUE,11222,3476146886,40.727738218457,-73.942135438245,12,A,2019-08-15
50074432,LEGENDARY BAR & GRILL,Bronx,3513,EAST TREMONT AVENUE,10465,7188220100,40.830865521991,-73.826385450912,13,A,2019-01-08
40721417,LOKI BAR & BENCHMARK RESTAURANT,Brooklyn,304,5 AVENUE,11215,7189659600,40.673484636108,-73.982717535686,12,A,2022-03-08
41603124,LUCKY SEVEN TAPAS BAR,Manhattan,1455,ST NICHOLAS AVENUE,10033,2127407777,40.85031659291,-73.933009862166,11,A,2016-06-25
50064699,LUV STORY BAR,Brooklyn,894,WYCKOFF AVENUE,11237,3472007424,40.697044775967,-73.90666897688,5,A,2019-06-18
40587835,MCLOUGHLINS BAR,Queens,3106,BROADWAY,11106,7182789714,40.761887022838,-73.925233339452,21,B,2019-03-25
50060759,MET LIFE TEA BAR,Manhattan,200,PARK AVE,10017,6462999383,40.754155038895,-73.976556932062,8,A,2019-01-09
41574266,MOMOFUKU MILK BAR,Manhattan,251,EAST   13 STREET,10003,3475779504,40.732124435778,-73.986541397785,13,A,2022-07-26
50071553,NEW LIFE JUICE BAR & LOUNGE,Manhattan,67,SAINT NICHOLAS AVENUE,10026,6466923600,40.801069195151,-73.952538897208,11,A,2020-02-11
50109566,NUNU BAR,Brooklyn,38,AVENUE O,11204,6467278632,40.610231294411,-73.983702801906,11,A,2021-07-21
50017569,PARRILLADAS SUNRISE MEXICAN RESTAURANT BAR,Queens,8311,NORTHERN BLVD,11372,9173964825,40.755680019591,-73.88423294698,12,A,2019-10-24
41455211,PARSONS ALE HOUSE,Queens,7908,PARSONS BOULEVARD,11366,7183804500,40.720743322338,-73.809292040454,12,A,2019-06-12
50002106,PYRAMIDS HOOKAH AND BAR,Queens,40-19,BELL BOULEVARD,11361,7187466524,40.76407402447,-73.771216062182,12,A,2021-09-08
50002591,RECLAMATION BAR,Brooklyn,817,METROPOLITAN AVENUE,11211,7183875178,40.71472512082,-73.941832947528,13,A,2019-09-27
41585053,REGGAE SUN DELIGHTS NATURAL JUICE BAR,Manhattan,227229,WEST 145 STREET,,6463689725,0.0,0.0,10,A,2019-01-29
50073407,SANDZ BAR & GRILL,Queens,23432,MERRICK BLVD,11422,7185251063,40.674306554243,-73.735701520645,12,A,2019-07-13
50045850,"SONY HUB, COFFEE BAR",Manhattan,25,MADISON AVENUE,10010,2128337349,40.742038588975,-73.987116786299,7,A,2022-07-22
50084541,TILTZ SPORTS BAR & ARCADE,Brooklyn,942,FLUSHING AVENUE,11206,7184184589,40.702767220506,-73.933681662543,7,A,2019-03-07
41058883,UPSTAIRS BAR,Manhattan,59,CANAL STREET,10002,6465590098,40.714956435117,-73.992074824794,11,A,2018-08-01
50082966,VANGUARD WINE BAR,Manhattan,252,WEST   51 STREET,10019,6463211800,40.762462042273,-73.984611191634,2,A,2020-03-05
50008280,WILD ORCHID BAR & LOUNGE,Queens,11148,LEFFERTS BLVD,11420,3479609997,40.680197478702,-73.821223307209,9,A,2018-01-20
41712791,ZYMI BAR & GRILL,Bronx,726,ASTOR AVENUE,10467,3473268787,40.859571262286,-73.86632994763,13,A,2019-12-03
50039571,A+ ROOF BAR,Queens,3916,COLLEGE POINT BLVD,11354,9178558916,40.75879747639,-73.834479180217,7,A,2017-01-26
50084090,ACENTO LATIN KITCHEN & BAR,Queens,3306,DITMARS BLVD,11105,7184409435,40.775278359405,-73.909515950248,12,A,2022-06-27
41112524,ADRIENNE'S PIZZA BAR,Manhattan,54,STONE STREET,10004,2122483838,40.704402614918,-74.010210562285,3,A,2020-03-09
50088542,ALEXIS CARIBBEAN CUISINE / ALEXIS JUICE BAR,Queens,162-10,JAMAICA AVENUE,11432,7185233200,40.704356175082,-73.797595670547,13,A,2021-08-27
40796717,ANYWAY CAFE & BAR,Brooklyn,1602,GRAVESEND NECK ROAD,11229,7189345988,40.595053025776,-73.954623108485,8,A,2018-01-23
41611748,BEACON THEATRE WINDOW BAR 2ND,Manhattan,2124,BROADWAY,10023,2123248015,40.7805577458,-73.981429455055,10,A,2018-05-18
50009539,BLACKSTONE BAR AND GRILL,Bronx,3713,RIVERDALE AVENUE,10463,3473466004,40.887204217532,-73.907135161301,9,A,2017-04-17
40528180,"BOBBY VAN'S , LEA WINE BAR",Manhattan,230,PARK AVENUE,10169,2128675490,40.75450075314,-73.975950427165,13,A,2019-11-08
40917772,BUCKLEY'S BAR & RESTAURANT,Brooklyn,2926,AVENUE S,11229,7189984222,40.605041557071,-73.94291563627,2,C,2017-12-08
40974766,CHIKALICIOUS DESSERT BAR,Manhattan,203,EAST   10 STREET,10003,2129959511,40.729590997049,-73.986368724227,13,A,2019-06-13
50098744,CITY ISLAND JUICE BAR,Bronx,327,CITY ISLAND AVENUE,10464,6467704843,40.847728254274,-73.78668650009,9,A,2022-06-09
50059584,Carmine Street Beer,Manhattan,52,CARMINE STREET,10014,2126332337,40.729951314638,-74.003604478126,8,A,2022-05-12
50017295,EL PALO BAR RESTAURANT,Queens,3812,104TH ST,11368,9179125951,40.751313771081,-73.862458731067,0,A,2019-09-24
40576150,FELICE 64 WINE BAR,Manhattan,1166,1 AVENUE,10065,2125932223,40.762637169816,-73.959750018443,3,A,2019-11-21
41450143,GATO VERDE SPORTS BAR,Queens,8214,ROOSEVELT AVENUE,11372,7182052959,40.747642816857,-73.88370200061,6,A,2019-03-11
50044520,GOLD BAR B BT6,Manhattan,4,PENN PLZ,10121,2124656273,40.750654836632,-73.991944239076,0,A,2016-07-20
40399852,HANGAR BAR,Manhattan,115,CHRISTOPHER STREET,10014,2126272044,40.733220259636,-74.005394354534,5,A,2017-08-05
50043693,IVY JUICE BAR & DELI INC,Bronx,800,EAST  149 STREET,10455,9174719220,40.81268966085,-73.906517017047,18,B,2020-01-06
41571354,JIM BYRNE WEE PUB,Queens,9301,95 AVENUE,11416,7188459892,40.68668758497,-73.848937606438,10,A,2018-12-19
50054418,KINGS JUICE BAR,Queens,955,SENECA AVENUE,11385,7183865464,40.699940074643,-73.902838456193,4,A,2022-07-27
50005984,LA NONNA RISTORANTE BAR ENOTECA,Brooklyn,184,KENT AVENUE,11249,7183021100,40.718483480375,-73.963698098788,20,B,2019-07-18
41700209,LATITUDE BAR & GRILL,Manhattan,783,8 AVENUE,10036,2122453034,40.760807269827,-73.987188947052,13,A,2017-03-22
40397359,MCCOY'S PUB,Manhattan,768,9 AVENUE,10019,9179290363,40.764342637391,-73.988307350922,9,A,2019-09-18
41490788,MIDWAY BAR,Brooklyn,272,GRAND STREET,11211,7185991969,40.7131621687,-73.957987244085,12,A,2019-07-31
50099828,MILK BAR,Manhattan,235,WEST   57 STREET,10019,2128435100,40.766312541878,-73.981902750705,4,A,2020-03-10
50059434,MILK BAR WEST VILLAGE,Manhattan,74,CHRISTOPHER STREET,10014,3472425762,40.73351951589,-74.003384566798,8,A,2019-07-30
41293936,MOMOFUKU NOODLE BAR,Manhattan,171,1 AVENUE,10003,2127777773,40.729096661567,-73.98420400185,7,A,2018-03-19
50070818,MOVE WITH GRACE YOGA AND JUICE BAR,Brooklyn,431,MYRTLE AVENUE,11205,7182300013,40.693169843941,-73.968367394407,2,A,2022-03-24
40891377,MUG-Z'S SPORTS BAR,Bronx,2476,ARTHUR AVENUE,10458,9172995546,40.857221132493,-73.886126927921,10,A,2018-01-19
50099834,NORDSTROM SHOE BAR,Manhattan,225,WEST   57 STREET,10019,2122952000,40.766065420049,-73.981317989964,4,A,2020-02-26
50037770,OASIS RESTAURANT & BAR,Bronx,4653,WHITE PLAINS ROAD,10470,7187086800,40.902792741807,-73.850926147492,11,C,2018-10-26
41068088,PARADE GROUNDS SNACK BAR,Brooklyn,50,PARKSIDE AVENUE,11226,7188566028,40.652182198867,-73.968750893503,11,A,2018-06-23
50070624,PARK SLOPE ALE HOUSE,Brooklyn,356,6 AVENUE,11215,3362870165,40.670536613424,-73.981860345891,8,A,2018-02-13
50017569,PARRILLADAS SUNRISE MEXICAN RESTAURANT BAR,Queens,8311,NORTHERN BLVD,11372,9173964825,40.755680019591,-73.88423294698,13,A,2017-06-13
50043173,PIPINS PUB,Brooklyn,9023,3 AVENUE,11209,7188331183,40.620603209486,-74.032217652928,13,A,2019-11-26
41585053,REGGAE SUN DELIGHTS NATURAL JUICE BAR,Manhattan,227229,WEST 145 STREET,,6463689725,0.0,0.0,7,A,2020-01-09
41688121,RESORTS WORLD CASINO BAR,Brooklyn,620,ATLANTIC AVENUE,11217,9176186310,40.683446896895,-73.975691312176,7,A,2018-05-11
50080702,SAVVY BISTRO AND BAR,Brooklyn,710,NOSTRAND AVENUE,11216,3475337880,40.674438484311,-73.950080573499,12,A,2019-05-24
41567090,SHOGA-SUSHI & OYSTER BAR,Manhattan,1698,2 AVENUE,10128,2128768836,40.779077538043,-73.950850354193,12,A,2018-12-19
50093727,SOMEDAY BAR,Brooklyn,364,ATLANTIC AVENUE,11217,9294808454,40.687458762634,-73.986229533523,12,A,2022-02-02
50000508,ST. GAMBRINUS BEER SHOPPE,Brooklyn,533,ATLANTIC AVENUE,11217,3477632261,40.68499301115,-73.979848054296,5,A,2019-11-06
50051486,STATE GRILL AND BAR,Manhattan,350,5 AVENUE,10118,2122169693,40.748268900702,-73.984690273581,6,A,2022-05-18
50056650,SUBSTANCE VITALITY BAR,Manhattan,2268,BROADWAY,10024,2124966000,40.785462156004,-73.978759474489,2,A,2019-07-01
41211246,SUNBURST ESPRESSO BAR,Manhattan,206,3 AVENUE,10003,2126741702,40.735873632667,-73.985306561981,8,A,2020-02-12
40799991,SURF BAR,Brooklyn,139,NORTH    6 STREET,11249,7183024441,40.717598018968,-73.958824964932,8,A,2019-10-31
50073673,TANOSHI SUSHI SAKE BAR,Manhattan,1372,YORK AVENUE,10021,9172658254,40.767668543904,-73.953133193319,9,A,2020-03-13
41228468,THE RITZ BAR & LOUNGE,Manhattan,369,WEST   46 STREET,10036,2123334177,40.760555006968,-73.989723040567,9,A,2018-11-01
50084541,TILTZ SPORTS BAR & ARCADE,Brooklyn,942,FLUSHING AVENUE,11206,7184184589,40.702767220506,-73.933681662543,8,A,2019-10-24
50051455,TIME TEQUILA BAR CAFE,Queens,675A,SENECA AVE,11385,3477407385,40.703180669702,-73.90831219169,13,A,2020-01-25
41707087,TRIONA'S BAR RESTAURANT,Manhattan,192,3 AVENUE,10003,6464484671,40.735387854614,-73.985663899313,15,B,2019-11-20
40998586,TRUMP BAR,Manhattan,725,5 AVENUE,10022,2127157290,40.762501364873,-73.974286993203,8,A,2022-03-29
50082966,VANGUARD WINE BAR,Manhattan,252,WEST   51 STREET,10019,6463211800,40.762462042273,-73.984611191634,4,A,2019-07-11
41710646,WINDY CITY ALE HOUSE,Brooklyn,7915,3 AVENUE,11209,7186305700,40.62837454273,-74.029040346212,7,A,2016-11-10
41505165,WINE BAR & RISTORANTE,Manhattan,1742,2 AVENUE,10128,2124271010,40.78082813766,-73.949574425471,10,A,2018-02-22
50062503,3RD FLOOR COFFEE BAR,Manhattan,200,WEST STREET,10282,6464465150,40.713838756323,-74.013812009623,5,A,2019-04-23
50111778,75 BLUE BAR,Queens,7518,ROOSEVELT AVE,11372,9173452202,40.746954831437,-73.890239130026,13,A,2022-01-05
41542713,ACCENT RESTAURANT & BAR,Manhattan,429,3 AVENUE,10016,9177508470,40.743102540142,-73.980018067734,14,B,2018-03-13
50018213,ALBATROSS BAR,Queens,3619,24TH AVE,11103,7182049707,40.770384165292,-73.91268162679,11,A,2019-11-13
40796717,ANYWAY CAFE & BAR,Brooklyn,1602,GRAVESEND NECK ROAD,11229,7189345988,40.595053025776,-73.954623108485,10,A,2018-09-20
40624470,BILLY'S SPORT BAR RESTAURANT & LOUNGE,Bronx,856,RIVER AVENUE,10451,7186656180,40.827237441749,-73.926247254001,12,A,2022-04-06
50009539,BLACKSTONE BAR AND GRILL,Bronx,3713,RIVERDALE AVENUE,10463,3473466004,40.887204217532,-73.907135161301,7,A,2019-05-14
40944804,BLAGGARD'S PUB,Manhattan,8,WEST   38 STREET,10018,2123822611,40.751208353675,-73.983354175874,13,A,2022-04-25
40365972,BLARNEY BAR,Queens,14609,JAMAICA AVENUE,11435,7186583406,40.701803341646,-73.808675609014,12,A,2019-04-22
40722206,BLUE & GOLD BAR,Manhattan,79,EAST    7 STREET,10003,2127771006,40.727290897459,-73.986488258603,13,A,2022-03-22
50076007,BLUE POINT BLEACHERS BAR 237,Bronx,1,EAST  161 STREET,10451,9172843260,40.829028434834,-73.928496459645,2,A,2019-08-14
40528180,"BOBBY VAN'S , LEA WINE BAR",Manhattan,230,PARK AVENUE,10169,2128675490,40.75450075314,-73.975950427165,13,A,2019-06-25
50004900,C J's BAR & LOUNGE,Queens,137-09,CROSSBAY BOULEVARD,11417,7188482498,40.671808514998,-73.843091788689,13,A,2019-09-16
50079292,CANAS RESTAURANT AND BAR,Queens,14407,JAMAICA AVE,11435,9292447267,40.70221651427,-73.811209849967,19,B,2019-10-02
50077250,CASA CLEMA RESTAURANT & BAR,Bronx,1731,UNIVERSITY AVENUE,10453,7189012692,40.849781500709,-73.916448248218,12,A,2019-08-13
41479157,CHEAP SHOTS SPORTS BAR and LOUNGE,Queens,149-05,UNION TURNPIKE,11367,7189690070,40.718650667287,-73.813608990643,10,A,2019-01-23
41395508,CITI FIELD EFFEN VODKA BAR,Queens,126,ROOSEVELT AVENUE,,7185958100,0.0,0.0,0,A,2017-06-13
50012736,CLUB VIBE BAR AND CAFE,Queens,14306,LIBERTY AVE,11435,7182620433,40.692255707165,-73.809546926524,11,A,2019-07-12
40383003,COBBLESTONE PUB,Queens,11718,QUEENS BOULEVARD,11375,7182639754,40.715311990803,-73.832509783357,7,A,2019-01-24
50006582,E'S BAR,Manhattan,511,AMSTERDAM AVENUE,10024,2128770961,40.786699435471,-73.975714859025,10,A,2019-06-01
50066073,EL MORDISCO RESTAURANT & SPORT BAR,Queens,85-14,ROOSEVELT AVENUE,11372,3476360596,40.747936377933,-73.880900849924,9,A,2018-04-25
50017295,EL PALO BAR RESTAURANT,Queens,3812,104TH ST,11368,9179125951,40.751313771081,-73.862458731067,3,A,2018-05-24
50084143,ENJOY KITCHEN & BAR,Manhattan,582,WEST  207 STREET,10034,6463989321,40.866930877166,-73.920736351987,10,A,2019-07-10
40669394,FEROZA'S ROTI BAR,Bronx,716,BURKE AVENUE,10467,7184059081,40.871414964881,-73.866490452719,7,A,2022-03-31
50055374,FLORA BAR,Manhattan,945,MADISON AVENUE,10021,6317038780,40.773450240645,-73.964198756002,9,A,2018-05-01
50044593,GARDEN PUB,Manhattan,4,PENN PLZ,10121,2124656273,40.750654836632,-73.991944239076,2,A,2017-03-16
40569838,GLEN ROY BAR AND GRILL,Bronx,145,EAST  149 STREET,10451,7189939804,40.818746337462,-73.928027031652,13,A,2020-01-08
50045462,GOODAS BAR & LOUNGE,Brooklyn,971B,EAST NEW YORK AVENUE,11212,3475734313,40.663756521693,-73.930393650156,4,C,2018-02-28
50053898,HARBOR INN SPORTS BAR,Queens,6463,DRY HARBOR RD,11379,6466435140,40.718380032751,-73.87259538249,13,A,2018-07-03
41282799,HUCKLEBERRY BAR,Brooklyn,588,GRAND STREET,11211,7182188555,40.711209427329,-73.948307108225,7,C,2018-01-26
41660557,HUNGRY GHOST COFFEE BAR AND CAFE,Brooklyn,253,FLATBUSH AVENUE,11217,7184838666,40.680141949477,-73.974592880299,8,A,2022-07-05
41333632,JUICE BAR PLUS,Manhattan,700,3 AVENUE,10017,2128670887,40.751969562918,-73.973580045221,3,A,2019-03-22
50054418,KINGS JUICE BAR,Queens,955,SENECA AVENUE,11385,7183865464,40.699940074643,-73.902838456193,4,A,2020-02-06
40968567,L. I. C. BAR,Queens,4558,VERNON BOULEVARD,11101,7187865400,40.747244567595,-73.952595435763,2,A,2019-04-18
50117654,LANDSHARK BAR & GRILL,Manhattan,560,7 AVENUE,10018,2122213007,40.7548402337,-73.987832579315,3,A,2022-06-23
50049598,LAST STOP BAR & GRILL,Bronx,4609,WHITE PLAINS ROAD,10470,3474274543,40.902340356147,-73.85130700211,18,B,2019-11-19
50094878,LATINA'S KITCHEN & BAR,Bronx,182,WEST BURNSIDE AVENUE,10453,3478620121,40.854383985199,-73.915853221473,21,B,2019-10-23
50033249,LOIS BAR,Manhattan,98,AVENUE C,10009,2124751400,40.723823136692,-73.979031738474,9,A,2018-05-04
40401084,MCCABE'S BAR CAR,Queens,3915,192 STREET,11358,7183579886,40.761337514525,-73.789888186824,12,A,2022-03-08
41293456,MERMAID OYSTER BAR,Manhattan,79,MACDOUGAL STREET,10012,2122600100,40.72877111183,-74.001533409377,10,A,2019-06-25
50001961,MI OTRA CASA REST BAR,Queens,91-06,43 AVENUE,11373,7184290510,40.743356563664,-73.874304930603,12,A,2019-09-12
50046784,MILK BAR CHELSEA,Manhattan,220,8 AVENUE,10011,3472691186,40.744185714272,-73.999271010266,7,A,2020-03-13
50003701,MILLER'S ALE HOUSE,Staten Island,2883,RICHMOND AVENUE,10314,7184470112,40.57592016823,-74.169792335024,7,A,2019-05-13
50073182,MOJITOS RESTAURANT BAR,Queens,8101,NORTHERN BLVD,11372,9292080777,40.755476091127,-73.886160763608,12,A,2018-04-27
50017419,MOTT HAVEN BAR & GRILL,Bronx,2412,3 AVENUE,10454,7186652001,40.808633427586,-73.930422173136,20,B,2018-08-28
41455044,MR. BIGGS BAR AND GRILL,Manhattan,596,10 AVENUE,10036,2122462030,40.760385178919,-73.994903045468,12,A,2019-12-17
50046968,OASIS KD BAR,Queens,10230,43RD AVE,11368,6465971693,40.747254287502,-73.862477971548,32,C,2018-01-20
50046968,OASIS KD BAR,Queens,10230,43RD AVE,11368,6465971693,40.747254287502,-73.862477971548,10,A,2018-05-30
50011551,OBICA MOZZARELLA BAR,Manhattan,928,BROADWAY,10010,2127772754,40.740158668444,-73.989491637076,8,A,2022-06-07
41119200,PEPPER'S CARIBBEAN RESTAURANT AND BAR,Bronx,4564,WHITE PLAINS ROAD,10470,6466338538,40.901270912212,-73.852079915935,13,A,2018-05-24
50071496,SERVICE BAR 8,Queens,110-00,ROCKAWAY BOULEVARD,11420,7182153308,40.677664571164,-73.828757893149,0,A,2020-02-26
50086042,SONEROS NIGHT CLUB BAR,Queens,9202,CORONA AVE,11373,9177498127,40.74243201622,-73.872217204617,13,A,2019-08-30
41396672,STAND 334 BEER ROOM,Bronx,1,EAST  161 STREET,10451,9172843260,40.829028434834,-73.928496459645,3,A,2017-07-25
41391327,THE GLOBE BAR & GRILL,Manhattan,158,EAST   23 STREET,10010,2124776161,40.739216592658,-73.984089727109,7,A,2019-07-16
40844307,THE GREAT AMERICAN HEALTH BAR,Manhattan,35,WEST   57 STREET,10019,2123555177,40.763500664665,-73.975232402561,13,A,2019-12-03
50085096,THE HUNTRESS BAR,Queens,2403,41ST AVE,11101,7186852922,40.752574351969,-73.93973885061,12,A,2022-05-26
41582631,TINY'S AND THE BAR UPSTAIRS,Manhattan,135,WEST BROADWAY,10013,2123741137,40.716751492059,-74.00823201583,34,C,2018-06-15
50086284,TIPSYS BAR & LOUNGE,Queens,10607,JAMAICA AVE,11418,9294998799,40.695319948508,-73.840850879315,10,A,2022-07-28
50056212,VIA ROMA PIZZA BAR,Brooklyn,445,COURT STREET,11231,9293379714,40.678034015081,-73.997970234948,12,A,2020-01-27
50090034,WALSH'S PUB,Queens,6867,FRESH POND RD,11385,7184971216,40.703457871286,-73.895457711744,5,A,2022-05-02
50067554,290 WILD BAR,Staten Island,290,WILD AVENUE,10314,7186988811,40.587008050513,-74.19135787554,3,A,2020-02-11
50062669,AMELIE WINE BAR,Manhattan,566,AMSTERDAM AVENUE,10024,4153104853,40.788614973424,-73.974341872062,43,C,2018-06-13
41059712,AMICI BAR,Queens,7311,88 STREET,11385,7188694828,40.708779208213,-73.863394464812,5,A,2022-03-07
40395087,AUSTINS ALE HOUSE,Queens,8270,AUSTIN STREET,11415,7188493939,40.709629396049,-73.830024473794,9,A,2018-09-12
41688270,BARCLAYS NORTH SUITE STOLI BAR,Brooklyn,620,ATLANTIC AVENUE,11217,9176186310,40.683446896895,-73.975691312176,12,A,2019-06-04
41688265,BARCLAYS UPPER SUITE STOLI BAR AND STORAGE ROOM 5C29.03,Brooklyn,620,ATLANTIC AVENUE,11217,9176186310,40.683446896895,-73.975691312176,0,A,2017-01-25
50095291,BAYA BAR MILL BASIN,Brooklyn,6305,AVENUE N,11234,7182415969,40.619581144183,-73.916777134666,9,A,2022-01-28
50087832,BELLA PIZZA COFFEE BAR,Queens,4006,JUNCTION BLVD,11368,9292080065,40.748986017855,-73.869338939372,13,A,2019-05-30
50073409,BKLYN PRIME BAR & RESTAURANT,Brooklyn,4315,FARRAGUT ROAD,11203,3476275301,40.637074494409,-73.935047900419,10,A,2019-01-18
50073409,BKLYN PRIME BAR & RESTAURANT,Brooklyn,4315,FARRAGUT ROAD,11203,3476275301,40.637074494409,-73.935047900419,7,A,2019-07-05
50046251,BLEACHERS SPORTS BAR AND GRILL,Brooklyn,240,FLATBUSH AVENUE,11217,7188571111,40.680391770176,-73.974801897642,4,A,2020-02-27
41470093,BLUTOS PUB,Queens,45-03,162 STREET,11358,7184602526,40.755959019254,-73.804574266844,13,A,2020-02-04
50077250,CASA CLEMA RESTAURANT & BAR,Bronx,1731,UNIVERSITY AVENUE,10453,7189012692,40.849781500709,-73.916448248218,10,A,2022-05-19
50037830,CONSTANTINE RESTAURANT AND BAR,Brooklyn,457,39 STREET,11232,9173328878,40.651862471994,-74.004890420093,9,A,2019-09-26
50056343,DAVIES ROTI SHOP AND SMOOTHIE BAR,Queens,12707,ROCKAWAY BLVD,11420,7186411769,40.675179349225,-73.810554841229,10,A,2019-03-26
41713697,DE LA MORA RESTAURANT AND BAR,Queens,8419,NORTHERN BOULEVARD,11372,3478320654,40.755783325695,-73.883250984371,30,C,2018-01-20
41230965,DOMAINE WINE BAR,Queens,5004,VERNON BOULEVARD,11101,7187842350,40.74260106582,-73.954161351754,7,A,2018-02-24
50049511,DON PATRON BAR & GRILL,Brooklyn,1217,CHURCH AVENUE,11218,3473053155,40.647428088068,-73.968201776904,13,A,2022-06-15
50053477,DY JUICE BAR,Manhattan,24,VESTRY STREET,10013,6462647763,40.722600619893,-74.007832287875,2,A,2022-06-21
50017295,EL PALO BAR RESTAURANT,Queens,3812,104TH ST,11368,9179125951,40.751313771081,-73.862458731067,13,A,2017-12-28
50073403,EL TEQUILAZO RESTAURANT & BAR,Queens,17237,HILLSIDE AVE,11432,6462584663,40.712174192147,-73.788954404572,4,A,2019-06-17
50044965,FRESH KILLS BAR,Brooklyn,161,GRAND STREET,11249,7185997888,40.714689574224,-73.961741432415,8,A,2017-03-10
41644006,FULL CIRCLE BAR,Brooklyn,318,GRAND STREET,11211,5127810900,40.712667598609,-73.956613233836,7,A,2020-01-16
50065376,GOLDEN ARROW BAR & LOUNGE,Queens,10714,101ST AVE,11416,7188094087,40.687193556016,-73.835649194936,11,A,2020-03-12
50004863,HUNGRY GHOST COFFEE BAR AT FULTON,Brooklyn,781,FULTON STREET,11217,7187973595,40.685949651894,-73.973526978508,4,A,2019-10-17
40401002,JOHNNY MACK'S BAR,Brooklyn,1114,8 AVENUE,11215,7188327961,40.664399042805,-73.980355329199,7,A,2019-10-05
50085906,JUKE BAR,Manhattan,301,EAST   12 STREET,10003,9149073094,40.730867212674,-73.985549415275,7,A,2020-02-27
41702625,KEUKA KAFE A WINE BAR,Queens,11204,QUEENS BOULEVARD,11375,7188801478,40.718070776798,-73.836514304918,13,A,2019-03-04
50117643,MAHJONG CAFE & BAR,Queens,13515,37TH AVE,11354,9179080122,40.76109723299,-73.832343669087,12,A,2022-05-31
50016260,MILLY'S CORNER RESTAURANT AND BAR,Bronx,1129,LONGWOOD AVENUE,10474,7188934900,40.81462698851,-73.893382131932,9,A,2022-07-19
40936363,P. J. LEAHY'S BAR & GRILL,Queens,50-02,VERNON BOULEVARD,11101,7184725131,40.742612043427,-73.954157735397,13,A,2022-03-23
41688132,PALM BAY BAR,Brooklyn,620,ATLANTIC AVENUE,11217,9176186310,40.683446896895,-73.975691312176,5,A,2019-06-04
40842393,PETER DILLON'S BAR,Manhattan,130,EAST   40 STREET,10016,2122133998,40.750043426897,-73.976749671021,12,A,2019-10-16
41605861,PIER 25 SNACK BAR,Manhattan,225,WEST STREET,10013,9173024616,40.719965255995,-74.012254825356,7,A,2017-07-17
50045154,"RIU PLAZA (Fashion Bar & Kitchen, Grab & Go)",Manhattan,305,WEST   46 STREET,10036,3053333264,40.760005931921,-73.98842723593,51,C,2018-02-12
50045154,"RIU PLAZA (Fashion Bar & Kitchen, Grab & Go)",Manhattan,305,WEST   46 STREET,10036,3053333264,40.760005931921,-73.98842723593,2,A,2018-08-01
50105307,ROCCO’S OF ROC BEACH COAL BRICK OVEN PIZZA BAR & RESTAURANT ITALIANO,Queens,11510,ROCKAWAY BEACH BLVD,11694,5167813451,40.580027252637,-73.836461117825,2,A,2022-05-06
50073407,SANDZ BAR & GRILL,Queens,23432,MERRICK BLVD,11422,7185251063,40.674306554243,-73.735701520645,11,A,2019-12-23
41134612,SANTA MARIA BAR,Queens,6419,39 AVENUE,11377,6463532085,40.746389728365,-73.899576502486,5,A,2019-12-16
41696929,SCALLYWAG'S IRISH PUB & REST,Manhattan,508,9 AVENUE,10018,6464904803,40.756122539791,-73.994296975335,12,A,2017-04-03
50078146,SERIE 69 BAR & RESTAURANT,Bronx,213-15,E 170TH ST,10456,7184508109,40.838470704505,-73.913101491799,9,A,2019-06-24
41611658,SERVICE BAR 5,Queens,110-00,ROCKAWAY BOULEVARD,11420,6465881074,40.677664571164,-73.828757893149,5,A,2019-05-23
41611664,SERVICE BAR 6,Queens,110-00,ROCKAWAY BOULEVARD,11420,7182153311,40.677664571164,-73.828757893149,5,A,2018-01-18
50101351,SOFIA'S GUAC BAR,Staten Island,2655,RICHMOND AVENUE,10314,9293082324,40.582297419955,-74.169052592685,11,A,2021-11-08
40664052,SOHO CIGAR BAR,Manhattan,32,WATTS STREET,10013,2129411781,40.723577935399,-74.004516890266,8,A,2019-06-12
40401887,SPORTS MANIA BAR & GRILL,Queens,14367,243 STREET,11422,7185259521,40.660686354583,-73.739053665576,11,P,2019-08-13
50072946,SUENOS AMERICANO BAR RESTAURANT,Queens,3514/16,JUNCTION BLVD,,7185330028,0.0,0.0,17,B,2018-04-10
50101393,Sunflower Espresso Bar,Manhattan,344,WEST   38 STREET,10018,3477292550,40.755252376432,-73.992954330275,5,A,2020-03-16
50001115,THE GRANGE BAR & EATERY,Manhattan,1635,AMSTERDAM AVENUE,10031,2124911635,40.822586712217,-73.94952459411,12,A,2016-10-24
41058883,UPSTAIRS BAR,Manhattan,59,CANAL STREET,10002,6465590098,40.714956435117,-73.992074824794,10,A,2017-07-20
50065427,UPTOWN JUICE BAR,Manhattan,2524,7 AVENUE,10039,6465967569,40.822498971869,-73.938454048015,2,A,2019-07-17
41576850,WEST END BAR & GRILL,Manhattan,813,8 AVENUE,10019,2127078986,40.761562015762,-73.986640110928,12,A,2019-08-29
41383581,WINDIES RESTAURANT AND BAR,Queens,216-06,JAMAICA AVENUE,11428,7187369414,40.717552014212,-73.738696693074,7,A,2019-10-24
41645548,ZIOTOTO RESTAURANTE & BAR,Staten Island,86,PAGE AVENUE,10309,7183170373,40.522058872316,-74.23500942815,13,A,2021-08-26
