CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE
50075766,MOMO CRAVE,Queens,3807,69TH ST,11377
41472755,WOODHUL WINEBAR,Brooklyn,644,DRIGGS AVENUE,11211
50079434,CLINTON HALL,Manhattan,230,EAST   51 STREET,10022
50088968,SANBRA DOOR RESTAURANT,Bronx,861,EAST TREMONT AVENUE,10460
50097377,BLOOM CAFE,Staten Island,1203,BAY STREET,10305
50098815,DAILY GOODS,Manhattan,75,9 AVENUE,10011
50120842,MOLYVOS,Manhattan,402,WEST   43 STREET,10036
50107241,BROAD NOSH BAGELS,Manhattan,2350,BROADWAY,10024
50086579,WINNIE'S BAR,Manhattan,58,EAST BROADWAY,10002
40654318,BATEAUX NEW YORK,Manhattan,62,WEST 23 STREET - CHELSEA PIER,
40544948,ALBA'S PIZZA,Queens,3620,DITMARS BOULEVARD,11105
50092067,JUSTINO'S,Manhattan,881,10 AVENUE,10019
50001322,BIERGARTEN,Queens,NKA,LAGUARDIA AIRPORT,11369
50046726,CHIRPING CHICKEN,Manhattan,72,GRAND CENTRAL TERMINAL,10017
50013417,BREAD BROTHERS BAGEL CAFE,Brooklyn,912,MANHATTAN AVENUE,11222
50118725,,Queens,8908,QUEENS BLVD,11373
41175262,"DUNKIN',' BASKIN ROBBINS",Queens,3549,FRANCIS LEWIS BOULEVARD,11358
41207137,GREGORY'S 26 CORNER TAVERNA,Queens,2602,23 AVENUE,11105
50110813,Dell'Aria,Manhattan,232,EAST  111 STREET,10029
50112784,ASSAIA,Brooklyn,2158,BATH AVENUE,11214
50113245,STATEN ISLAND SLICE,Staten Island,1880,HYLAN BOULEVARD,10305
50097716,BROOKLYN BAY SEAFOOD,Brooklyn,7026,3 AVENUE,11209
50124592,,Brooklyn,1946,86 STREET,11214
41014480,BECCOFINO,Bronx,5704,MOSHOLU AVENUE,10471
50110951,FUEL JUICE,Brooklyn,52,JAY STREET,11201
50004307,KFC,Queens,9015,QUEENS BLVD,11373
50040406,DOUGH,Manhattan,230,PARK AVENUE,10169
41393052,IGNAZIO'S,Brooklyn,4,WATER STREET,11201
50085919,CASA DEL MAR RESTAURANT,Bronx,1779,WEBSTER AVENUE,10457
50073591,TRAD ROOM,Brooklyn,266,MALCOLM X BOULEVARD,11233
50044508,PASQUALE JONES,Manhattan,86,KENMARE STREET,10012
50114524,JOOY TEA SHOPPE,Brooklyn,5306,8 AVENUE,11220
50077201,MARINELL BAKERY,Bronx,264,EAST  167 STREET,10456
50067241,STARBUCKS (Store #50483),Queens,2614,JACKSON AVE,11101
50067786,PAPA JOHN'S,Brooklyn,3234,FULTON STREET,11208
50107718,TEN SECONDS YUNNAN RICE NOODLES,Brooklyn,2059,86 STREET,11214
50108811,Natures Eatery,Staten Island,1267,FOREST AVENUE,10302
40579607,PAUL & JIMMY'S RESTAURANT,Manhattan,123,EAST   18 STREET,10003
50125244,,Bronx,587,EAST  168 STREET,10456
50055565,REBECCA'S,Brooklyn,610,BUSHWICK AVENUE,11206
41156203,L'FONDA,Manhattan,2023,AMSTERDAM AVENUE,10032
50116021,SUM YUNG GAI,Manhattan,17,EAST   13 STREET,10003
50060268,STARBUCKS COFFEE,Manhattan,28,WEST   48 STREET,10036
50056213,SAUCE,Manhattan,78,RIVINGTON STREET,10002
50087672,POPEYES,Brooklyn,1422,FULTON STREET,11216
50086686,GERTIE,Brooklyn,58,MARCY AVENUE,11211
50046906,NETS PRACTICE FACILITY,Brooklyn,168,39 STREET,11232
50049169,BAGEL MILL,Manhattan,1700,1 AVENUE,10128
50085403,LI'S NOODLE FUN,Manhattan,1744,1 AVENUE,10128
50085934,SIP A CUP,Queens,2517,30TH AVE,11102
50107659,XIN HUO BAN,Queens,4119,KISSENA BLVD,11355
50033742,WHOLESOME GARDEN PIZZA,Manhattan,3529,BROADWAY,10031
50101937,CITY DELI & CAFE,Queens,5512,MYRTLE AVE,11385
50100876,TWO WHEELS,Manhattan,426,AMSTERDAM AVENUE,10024
41711597,THE SICILIAN,Brooklyn,229,PROSPECT PARK WEST,11215
41281111,THE BOX,Manhattan,189,CHRYSTIE STREET,10002
41706232,PETER DILLO'S,Manhattan,385,5 AVENUE,10016
40752437,SANPANINO,Manhattan,494,HUDSON STREET,10014
50055644,COBBLE HILL COFFEE SHOP,Brooklyn,314,COURT STREET,11231
50080305,GFG CAFE CUISINE,Manhattan,45,WEST   45 STREET,10036
50058340,LITTLE CAESARS,Manhattan,1936,3 AVENUE,10029
41373149,CAROL'S BUN,Manhattan,139,EAST BROADWAY,10002
50109067,,Staten Island,403,JERSEY STREET,10301
50106099,DQ Pizzeria,Bronx,2519C,WEBSTER AVE,10458
50087332,ETROG KOSHER RESTAURANT & CATERING,Manhattan,122,EAST   58 STREET,10022
50033222,JUST SALAD,Manhattan,315,PARK AVENUE SOUTH,10010
50100820,TEXAS CHICKEN AND BURGERS,Bronx,277,EAST  206 STREET,10467
50107072,NUEVA PUERTA DEL SOL RESTAUANT,Brooklyn,7116,18 AVENUE,11204
50078668,BROOKLYN ROASTING COFFEE BAR (PWC),Manhattan,300,MADISON AVENUE,10017
50118032,SANMIWAGO,Manhattan,98,MOTT STREET,10013
50055852,WAGAMAMA,Manhattan,210,5 AVENUE,10010
50104797,MARACUJA,Brooklyn,279,GRAND STREET,11211
50105560,LE PAIN QUOTIDIEN,Manhattan,395,SOUTH END AVENUE,10280
50106931,MUSCLE MAKER GRILL,Manhattan,70,7 AVENUE,10011
50095960,CHIPPERY,Manhattan,85,1 AVENUE,10003
50035278,MEXICUE,Manhattan,225,5 AVENUE,10010
50057227,PASHA PIZZA PITA,Brooklyn,665,CLASSON AVENUE,11238
50114428,53,Manhattan,53,WEST   53 STREET,10019
50118952,DELTA SKY CLUB,Queens,LA GUARDIA,Airport,11371
50000619,HAPPY FUN HIDEAWAY,Brooklyn,1211,MYRTLE AVENUE,11221
40847763,CROSSBAY DINER,Queens,16031,CROSSBAY BOULEVARD,11414
50105291,MINGO'S PLACE,Brooklyn,9008,AVENUE A,11236
50063504,VINTAGE,Queens,2314,DITMARS BLVD,11105
50105305,BROOKLYN WILD CATCH,Brooklyn,2920,BEVERLEY ROAD,11226
41381712,DANCING CRANE EXPRESS (Arsenal),Manhattan,830,5 AVENUE,10065
41050020,COMMONWEALTH,Brooklyn,497,5 AVENUE,11215
41146006,STARBUCKS,Staten Island,2655,RICHMOND AVENUE,10314
50046505,LE BAOBAB GOUYGI II RESTAURANT,Brooklyn,1235,FULTON STREET,11216
50091837,KAHKOW,Brooklyn,97,NORTH   10 STREET,11249
40380182,CLUB 101,Manhattan,101,PARK AVENUE,10178
41054554,PHEBES,Manhattan,359,BOWERY STREET,10003
41312955,RIPE JUICE BAR & GRILL,Queens,7013,AUSTIN STREET,11375
40394258,TOMMASO RESTAURANT,Brooklyn,1464,86 STREET,11228
50098630,JUICE HEALTHY FOOD AND DRINKS,Manhattan,156,EAST   33 STREET,10016
50108695,MI PEQUENO RESTAURANT,Brooklyn,221,IRVING AVENUE,11237
50092930,MASTER WOK,Staten Island,2655,RICHMOND AVENUE,10314
50111932,FRESH KITCHEN 725,Manhattan,725,3 AVENUE,10017
50101286,MI ARMADILLO DELI,Staten Island,12,CEBRA AVENUE,10301
50118734,Kura,Manhattan,130,SAINT MARKS PLACE,10009
50117665,MANDYS LASAGNA WITH A TWIST,Brooklyn,1140,UTICA AVENUE,11203
50124478,,Brooklyn,192,DUFFIELD STREET,11201
50047107,BOGART HOUSE,Brooklyn,360,TEN EYCK ST    AKA 230 BOGART ST,11206
50116155,SEPTEMBER,Brooklyn,83,SARATOGA AVENUE,11233
50102945,BLUESTONE LANE,Manhattan,30,HUDSON YARDS,10001
50124399,107 DOMINICAN RESTAURANT,Queens,10701,37TH AVE,11368
40388016,WENDY'S,Bronx,2140,WESTCHESTER AVENUE,10462
50059371,MOTEL MORRIS,Manhattan,132,7 AVENUE,10011
41696014,NOISETTE CAFE,Queens,2421,STEINWAY STREET,11103
50123009,,Manhattan,573,2 AVENUE,10016
41647870,POST NO BILLS,Brooklyn,253,BUSHWICK AVENUE,11206
50105159,MATCHAFUL,Manhattan,450,WEST   33 STREET,10001
41271523,EL COYOTE BAR,Queens,4502,JUNCTION BOULEVARD,11368
50067281,RAZAG HALL,Brooklyn,739,EAST NEW YORK AVENUE,11203
50053912,LA VRAIE RACLETTE,Manhattan,511,EAST   12 STREET,10009
50079833,AMAZON CAFETERIA,Manhattan,450,WEST   33 STREET,10001
41512587,KAFF KAFE,Brooklyn,5320,16 AVENUE,11204
50077883,TRUE KITCHEN,Bronx,3766,WHITE PLAINS ROAD,10467
50036394,BROWN SUGAR BAR & RESTAURANT,Manhattan,5060,BROADWAY,10034
41704299,LOS VERDES,Queens,4626,GREENPOINT AVENUE,11104
50117966,HOUSE OF THAI,Queens,2501,40TH AVE,11101
50106305,D&C ISLAND JERK RESTAURANT,Queens,20105,LINDEN BLVD,11412
50070280,China One NY,Queens,10661,160TH ST,11433
40637864,PAM'S BAKERY,Brooklyn,4620,CHURCH AVENUE,11203
40368897,HATSUHANA RESTAURANT,Manhattan,17,EAST   48 STREET,10017
50116423,,Manhattan,20,UNION SQUARE WEST,10003
41696040,NO. 7,Brooklyn,7,GREENE AVENUE,11238
50004166,UNION PIZZA WORKS,Brooklyn,423,TROUTMAN STREET,11237
50102160,GOLDEN WOK'S,Queens,4218,43RD AVE,11104
50098636,STARBUCKS COFFEE #57601,Brooklyn,45,HOYT STREET,11201
40824512,COURTYARD BY MARRIOTT,Queens,14511,NORTH CONDUIT AVENUE,11436
50108818,SOUL FOOD & SEAFOOD RESTAURANT,Brooklyn,208,LEWIS AVENUE,11221
50066936,CAPYBARA,Queens,853,WYCKOFF AVENUE,11385
50106401,FANDI MATA,Brooklyn,74,BAYARD STREET,11222
50101997,PAPA JOHN'S PIZZA,Brooklyn,8015,5 AVENUE,11209
50069047,MELA PIZZA,Queens,3101,NEWTOWN AVE,11102
40396264,DA NICO RESTAURANT,Manhattan,164,MULBERRY STREET,10013
40369940,THE NEW AMITY RESTAURANT,Manhattan,1134,MADISON AVENUE,10028
50122874,DOMINO'S PIZZA #3688,Manhattan,1396,1 AVENUE,10021
50091820,NYC FALAFEL CO,Manhattan,201,ALLEN STREET,10002
50082394,MAMA MIA PIZZERIA & RESTAURANT,Brooklyn,2337,BATH AVENUE,11214
50042803,GREGORYS COFFEE,Manhattan,356,7 AVENUE,10001
40403721,SIMPSON THACHER AND BARTLET CAFE,Manhattan,425,LEXINGTON AVENUE,10017
50006613,EASTERN CHINESE RESTAURANT,Brooklyn,2008,CROPSEY AVENUE,11214
40513885,ANOPOLI FAMILY RESTAURANT,Brooklyn,6920,3 AVENUE,11209
50101467,CATRIA MODERN ITALIAN,Manhattan,461,WEST   34 STREET,10001
50117712,,Queens,9714,NORTHERN BLVD,11368
50122967,,Queens,11908,94TH AVE,11419
50081491,ANATOLIA MEDITERRENEAN CUISINE,Manhattan,401,EAST   62 STREET,10065
41627984,JOUVAY NIGHT CLUB,Queens,14702,LIBERTY AVENUE,11435
50117348,,Manhattan,383,W 33RD ST,10001
41704868,TABU,Manhattan,227,DYCKMAN STREET,10034
41296408,BACARO,Manhattan,136,DIVISION STREET,10002
50058844,FRIENDS AND LOVERS,Brooklyn,641,CLASSON AVENUE,11238
50116572,,Manhattan,72,BEDFORD STREET,10014
50052435,SUBWAY SANDWICHES,Brooklyn,1432,MYRTLE AVENUE,11237
40544107,PONGAL INDIAN CUISINE,Manhattan,110,LEXINGTON AVENUE,10016
41189848,SAMS FAMOUS PIZZA,Manhattan,150,EAST  116 STREET,10029
41251789,C & C WEST INDIAN AMERICAN FOOD,Brooklyn,1183,ROGERS AVENUE,11226
50018350,SONS OF THUNDER,Manhattan,204,EAST   38 STREET,10016
41540355,LITTLE CAESARS,Bronx,119,WEST KINGSBRIDGE ROAD,10468
50041309,OZU JAPANESE CUISINE & LOUNGE,Brooklyn,78,CLARK STREET,11201
41392668,KENNY'S BAKERY,Manhattan,126,DYCKMAN STREET,10040
50036587,PLUG UGLIES,Manhattan,256,3 AVENUE,10010
50115624,PHAYUL SHAMBHALA RESTAURANT,Queens,7219,ROOSEVELT AVE,11372
40401104,1020 BAR,Manhattan,1020,AMSTERDAM AVENUE,10025
50095304,VALIENTES RESTAURANT,Queens,1921,MOTT AVE,11691
41491686,JOSE SEAFOOD,Queens,81-04,ROOSEVELT AVENUE,11372
50105933,DUNKIN',Bronx,4399A,WHITE PLAINS RD,
50018703,VEYTAS BAKERY CAFE & RESTAURANT,Queens,9201,ROOSEVELT AVE,11372
41635743,PETEY'S BURGER,Queens,4646,VERNON BOULEVARD,11101
50015372,EMPELLON AL PASTOR,Manhattan,132,SAINT MARKS PLACE,10009
50010873,MASALA BOX,Queens,4202,BELL BLVD,11361
50037060,LA CASA DEL SABOR,Bronx,2728,EAST TREMONT AVENUE,10461
41180080,WOLFGANG'S STEAKHOUSE,Manhattan,409,GREENWICH STREET,10013
50001985,CHIFLEZ,Queens,9502,ROOSEVELT AVE,11372
50112050,KOOKIES AND KREAM CREAMERY,Brooklyn,1431,FLATBUSH AVENUE,11210
50114771,FISHMARKET II,Manhattan,171,AVENUE A,10009
50120937,CASA TOSCANA,Manhattan,152,WEST   52 STREET,10019
50090698,AMELIA GRILL BURRITO,Brooklyn,690,METROPOLITAN AVENUE,11211
50039250,LIN'S GARDEN,Bronx,3986,WHITE PLAINS ROAD,10466
50098726,SWEETGREEN,Manhattan,347,BOWERY,10003
41489737,PATSY'S PIZZERIA,Manhattan,1279,1 AVENUE,10065
50108942,LA SNACKERIA NYC,Brooklyn,5823,5 AVENUE,11220
50107930,CAFE CANNAL,Manhattan,416,BROADWAY,10013
50003371,COCO FRESH TEA & JUICE,Manhattan,79,DIVISION STREET,10002
50125576,CAFE MARS,Brooklyn,272,3 AVENUE,11215
41305723,CANNELLE PATISSERIE,Bronx,7559,31 AVENUE,
50093803,KRAZY BURGER CAFE,Queens,15708,NORTHERN BLVD,11354
50059027,DEMO KITCHEN,Manhattan,1000,3 AVENUE,10022
50071095,THE WING SOHO,Manhattan,52,MERCER STREET,10013
50118147,MCDONALD'S,Manhattan,688,8 AVENUE,10036
41659908,TENZAN SUSHI,Brooklyn,7119,18 AVENUE,11204
50087764,WIN HOU,Queens,8221,153RD AVE,11414
41644987,AMARONE RESTAURANT,Manhattan,686,9 AVENUE,10036
50101714,THE ATTIC,Queens,13693,37TH AVE,11354
50017001,KENNEDY FRIED CHICKEN,Bronx,638,EAST  169 STREET,10456
50121789,JERSEY MIKE'S SUBS,Bronx,2368,HOFFMAN STREET,10458
50054346,NORTH PENGUIN TORNADO CREPES,Brooklyn,307,KNICKERBOCKER AVENUE,11237
50049831,BARNEY BROWN,Manhattan,822,AVENUE OF THE AMERICAS,10001
41670224,BAHAR MASALA,Brooklyn,984,CONEY ISLAND AVENUE,11230
41644201,CAFE MARGOT PATISSERIE,Manhattan,2109,BROADWAY,10023
41250031,NEW PETER'S KITCHEN,Queens,149-09,UNION TURNPIKE,11367
50012465,TIMES SQUARE DINER & GRILL,Manhattan,807,8 AVENUE,10019
50112608,,Manhattan,78,CANAL STREET,10002
50095291,BAYA BAR MILL BASIN,Brooklyn,6305,AVENUE N,11234
50108145,HOMEMADE TAQUERIA,Queens,24773,JERICHO TPKE,11426
50002902,ELI'S ESSENTIALS,Manhattan,1291,LEXINGTON AVENUE,10028
50116348,,Brooklyn,135,GRAHAM AVENUE,11206
40637551,PARADISE MANOR,Brooklyn,5802,NEW UTRECHT AVENUE,11219
40376495,MARCO POLO RISTORANTE,Brooklyn,345,COURT STREET,11231
41670066,JJ'S CAFE,Manhattan,524,WEST   59 STREET,10019
50004317,KENNEDY FRIED CHICKEN,Bronx,2115,GRAND CONCOURSE,10453
50111824,COOKED KLEAN,Queens,18816,UNION TPKE,11366
50076675,ELIM BISTRO,Manhattan,11,PARK PLACE,10007
50098859,CABANA RESTAURANT,Brooklyn,1836,MCDONALD AVENUE,11223
50074976,PG PIZZA,Bronx,904,MORRIS AVENUE,10451
41238372,NEW MALAYSIA RESTAURANT,Queens,13517,40 ROAD,11354
41396674,STAND 112,Bronx,1,EAST  161 STREET,10451
50102792,CROWN FRIED CHICKEN,Queens,15335,HILLSIDE AVE,11432
50093940,DRIP,Brooklyn,830,ROGERS AVENUE,11226
50124376,,Manhattan,127,JOHN STREET,10038
50067762,PANDA GARDEN QUEENS,Queens,5917,ROOSEVELT AVE,11377
41608874,DUNKIN,Staten Island,764,MANOR ROAD,10314
50073116,TABLE 866 @ COURTYARD MARRIOTT,Manhattan,866,3 AVENUE,10022
41625654,PICCOLI TRATTORIA,Brooklyn,522,6 AVENUE,11215
50052196,INDOOR CONCESSION,Brooklyn,3052-3078,W 21ST ST,11224
50114560,Archies Tap & Table LLC,Bronx,536,CITY ISLAND AVENUE,10464
41111393,LE SOUK,Manhattan,510,LAGUARDIA PLACE,10012
50117891,Bench Flour Bakers,Queens,4318,25TH AVE,11103
50117956,GAIA NOMAYA,Brooklyn,510,FLATBUSH AVENUE,11225
40993542,CAFE 28,Manhattan,245,5 AVENUE,10016
50114068,,Manhattan,423,EAST   23 STREET,10010
50002588,SUBWAY,Queens,118-18,LIBERTY AVENUE,11419
41705779,BAKERY ST MARC,Brooklyn,1121,FLATBUSH AVENUE,11226
50040389,RIKO PERUVIAN CUISINE,Queens,4523,GREENPOINT AVE,11104
41319697,GHENET BROOKLYN,Brooklyn,348,DOUGLASS STREET,11217
50056507,LA BURDICK CHOCOLATE,Manhattan,156,PRINCE STREET,10012
50118403,NEW LUCKY STAR KITCHEN,Queens,809,ASTORIA BLVD,11102
50071051,DOMINO'S,Manhattan,1396,1 AVENUE,10021
50105063,FINNEGAN'S WAKE,Manhattan,1361,1 AVENUE,10021
50089307,PLADO,Manhattan,192,EAST    2 STREET,10009
41022989,MULBERRY STREET BAR,Manhattan,176 1\2,MULBERRY STREET,
41673493,DEGREZIA,Manhattan,231,EAST   50 STREET,10022
50072204,CARIBBEAN SOCIAL,Brooklyn,847,FLATBUSH AVENUE,11226
40674838,HI LIFE BAR & GRILL,Manhattan,477,AMSTERDAM AVENUE,10024
50069517,DIG INN,Manhattan,70,PRINCE STREET,10012
50073601,BARRYS BOOTCAMP,Manhattan,72,WEST   69 STREET,10023
50070793,AMITUOFO VEGAN CUISINE,Brooklyn,19,BOGART STREET,11206
50015450,SAGWA NAMOO,Queens,162-07,DEPOT ROAD,11358
50084379,CD RESTAURANT & BAR,Queens,21721,JAMAICA AVE,11428
40374277,MOLLY WEE PUB,Manhattan,402,8 AVENUE,10001
41169143,NOMAD,Manhattan,78,2 AVENUE,10003
50042497,LE PETIT PARISIEN,Manhattan,32,EAST    7 STREET,10003
50017441,AMARANTO,Brooklyn,887,HART STREET,11237
50105948,LA 15 BAR & RESTAURANT,Queens,1511A,COLLEGE POINT BLVD,11356
50068060,TASTE OF PUNJAB,Queens,9504,VAN WYCK EXPY,11419
50048506,BLOSSOM ICE CREAM,Brooklyn,196,COURT STREET,11201
50082400,BARDOLINO PIZZA II,Manhattan,411,AMSTERDAM AVENUE,10024
50067088,MAMA KITCHEN NY,Brooklyn,7,ROCHESTER AVENUE,11233
50101475,TASTE CAFE & GRILL,Queens,10702,101ST AVE,11416
50117663,CASA NYC,Queens,13115,JAMAICA AVE,11418
50104399,FESTIVAL,Manhattan,1155,2 AVENUE,10065
50105318,Cake Boi,Brooklyn,675,NOSTRAND AVENUE,11216
50007359,SARILING ATIN,Queens,89-12,QUEENS BOULEVARD,11373
50085682,KURO KIRIN EXPRESSO AND COFFEE,Manhattan,4795,BROADWAY,10034
40949516,BAMBOO EXPRESS RESTAURANT & BAKERY,Brooklyn,772,FLATBUSH AVENUE,11226
40807234,RICHMOND COUNTY COUNTRY CLUB - POOL SNACK BAR,Staten Island,135,FLAGG PLACE,10304
50100280,XI'AN FAMOUS FOODS,Brooklyn,54,WILLOUGHBY STREET,11201
50121052,Dippin' Dots and Doc Popcorn,Brooklyn,415,FULTON STREET,11201
41185214,TEPANGO RESTAURANT,Brooklyn,568,MYRTLE AVENUE,11205
50016818,LONG WONG BAKERY II,Brooklyn,1310,AVENUE U,11229
40662141,J AND D PIZZA,Queens,9853,63 ROAD,11374
50066922,LOLY PIZZA RESTAURANT,Bronx,119,EAST MOUNT EDEN AVENUE,10452
50112384,,Manhattan,50,WEST   72 STREET,10023
41556209,NEW EMPIRE KITCHEN,Queens,17-02,UTOPIA PARKWAY,11357
50120698,TEA  DE SOHO,Manhattan,449,BROADWAY,10013
50105727,TWIST COFFEE,Brooklyn,7824,13 AVENUE,11228
50063046,SUSHI K BAR,Brooklyn,888,BEDFORD AVENUE,11205
41658672,XING HUI LINDA KITCHEN,Bronx,4006,EAST TREMONT AVENUE,10465
41032365,HORUS CAFE,Manhattan,93,AVENUE B,10009
50002641,EL RINCONCITO DEL SABOR DOMINICANO,Bronx,254,EAST  204 STREET,10458
50076268,STAR CAFE & BAKERY,Brooklyn,1251,FULTON STREET,11216
50060589,EL MARIACHI RESTAURNT,Queens,6712,ROOSEVELT AVE,11377
50111258,ICE CREAM WINDOW,Queens,682,WOODWARD AVENUE,11385
41014384,TONIC TIMES SQUARE,Manhattan,727,7 AVENUE,10019
50105887,BUFFALO WILD WINGS,Brooklyn,632,GATEWAY DRIVE,11239
41356242,VIACOM EXECUTIVE DINING ROOM,Manhattan,1515,BROADWAY,10036
50055234,Sugar Fish,Manhattan,33,EAST   20 STREET,10003
41643867,DUNKIN,Queens,9123,QUEENS BOULEVARD,11373
41505885,BOBBY VAN'S GRILL,Manhattan,120,WEST   45 STREET,10036
50055822,SCHIMANSKI NEW YORK,Brooklyn,54,NORTH   11 STREET,11249
50098545,GRAND FORTUNE CHINESE CUISINE,Brooklyn,202,AVENUE U,11223
41649356,"DUNKIN',' HUDSON NEWS",Manhattan,2,PENNSYLVANIA PLAZA,10121
41615012,VERONICA'S BAKERY,Staten Island,906,POST AVENUE,10302
50082348,NEW YORK COMEDY CLUB,Manhattan,85,EAST    4 STREET,10003
50107000,NYC WRAPPERS,Brooklyn,3078,CONEY ISLAND AVENUE,11235
50120310,,Manhattan,85,2 AVENUE,10003
50040600,THE BAKERY ON BERGEN,Brooklyn,740,BERGEN STREET,11238
50105437,SWEETGREEN,Manhattan,1740,BROADWAY,10019
41190419,RISPOLI PASTRY SHOP,Staten Island,29,HYATT STREET,10301
50039387,NUR THAI,Queens,6332,WOODHAVEN BLVD,11374
41320866,WO HOP 17,Manhattan,17,MOTT STREET,10013
50017475,EL PARROQUENO RESTAURANT,Queens,10203A,44TH AVENUE,11368
50092510,PIECES BAR,Manhattan,8,CHRISTOPHER STREET,10014
50120478,,Manhattan,1165,BROADWAY,10001
41231878,IL BRIGANTE,Manhattan,214,FRONT STREET,10038
41535706,AFGHAN KEBOB HOUSE,Queens,25911,HILLSIDE AVENUE,11004
50089033,151 JB BAR,Manhattan,2823,FREDERICK DOUGLASS BOULEVARD,
41661199,MAIN BAKHTAR HALAL KABAB,Queens,6729,MAIN ST,11367
50005556,SUMAC,Staten Island,1198B,FOREST AVENUE,10310
50114967,SMASHBURGER,Manhattan,303,WEST   42 STREET,10036
50081109,IKEA,Brooklyn,1,BEARD STREET,11231
50108288,STARBUCKS COFFEE COMPANY,Staten Island,1717,RICHMOND ROAD,10306
50124249,,Queens,6535,AUSTIN ST,11374
41583191,QUEZADA RESTAURANT,Brooklyn,1212,FLATBUSH AVENUE,11226
50106660,POETICA COFFEE,Brooklyn,251,SMITH STREET,11231
50061387,FAMILY ALTAGRACIA CARIBBEAN CUISINE,Brooklyn,5601,CLARENDON ROAD,11203
50106063,Torch & Crown,Manhattan,12,VANDAM STREET,10013
50049514,BRASS RIZ & GRILL EXPRESS,Queens,227-02/08,LINDEN BLVD,
50011947,SHOGUN SUSHI,Queens,9516,QUEENS BLVD,11374
50107006,THE BENTOS,Manhattan,315,5 AVENUE,10016
50064331,DYNAMITE SEAFOOD,Queens,3720,PRINCE ST,11354
50120827,BRAIN FOOD THE SMART KITCHEN,Brooklyn,881,LEXINGTON AVENUE,11221
40616509,MONTY Q'S,Brooklyn,158,MONTAGUE STREET,11201
50121036,SAIGON MARKET LLC,Manhattan,202,WEST   14 STREET,10011
50095577,PINKS CANTINA,Manhattan,203,CHRYSTIE STREET,10002
41022513,"FLOYD, NY",Brooklyn,131,ATLANTIC AVENUE,11201
41289647,BAR BOULUD,Manhattan,1900,BROADWAY,10023
50065353,J&R's DOSA GARDEN,Staten Island,323,VICTORY BOULEVARD,10301
50088955,"MEZZE CAFE AND BAR, MEZZE EXPRESS",Queens,0,JFK INTERNATIONAL AIRPORT TERM,11430
41722751,SAKURA 7,Queens,6554,GRAND AVENUE,11378
50117704,XI'AN FAMOUS FOODS,Manhattan,45,BAYARD STREET,10013
50013497,KALAMAKI GR,Queens,2906,172ND ST,11358
50032583,MUSE CAFE,Brooklyn,497,6 AVENUE,11215
41409985,ROSARIO PIZZA,Brooklyn,374,CENTRAL AVENUE,11221
40729819,GUASTAVINO'S,Manhattan,409,EAST   59 STREET,10022
41384689,WASABI POINT,Queens,7618,WOODSIDE AVENUE,11373
50066621,"DUNKIN',' POPEYES",Brooklyn,1556,BROADWAY,11221
50109168,Sun Shi Noodle House,Queens,3622,UNION ST,11354
40839319,MAIMONIDES PARK STAND #140 & POPCORN STAND,Brooklyn,1904,SURF AVENUE,11224
50080258,LA SORPRESA,Bronx,12,EAST KINGSBRIDGE ROAD,10468
50123206,,Queens,8784,SUTPHIN BLVD,11435
41289876,EL MONTANERO BAKERY AND RESTAURANT,Queens,5521,MYRTLE AVENUE,11385
41412446,AVENUE,Manhattan,116,10 AVENUE,10011
50033400,PALACE ON FULTON,Brooklyn,1882,FULTON STREET,11233
50018772,LINDA ASIAN KITCHEN,Brooklyn,882,DEKALB AVENUE,11221
50116371,VALBELLA AT THE PARK,Manhattan,1095,6 AVENUE,10036
50011207,TEXAS CHICKEN,Manhattan,471,MALCOLM X BOULEVARD,10037
50051314,GOLDEN HOUSE,Queens,3512,30TH AVE,11103
50069904,"THREE DOLLAR BILL, DEL SUR",Brooklyn,260,MESEROLE STREET,11206
50056007,ROYAL 35 STEAK HOUSE,Manhattan,1,EAST   35 STREET,10016
50103810,PREVITI PASTA & PIZZA,Manhattan,341,LEXINGTON AVENUE,10016
40884999,DOC WINE BAR,Brooklyn,83,NORTH    7 STREET,11249
41062874,DALLAS BBQ,Brooklyn,180,LIVINGSTON STREET,11201
50118529,BLACK STAR BAKERY & CAFE,Brooklyn,548,DRIGGS AVENUE,11211
41620314,STAR'S CAFE (WESTIN HOTEL),Manhattan,270,WEST   43 STREET,10036
50111572,THE VILLAGE SAND BAR LLC,Manhattan,64,GREENWICH AVENUE,10011
41605185,MERMAID SPORTS BAR,Queens,3106,31 STREET,11106
50004854,A&E Networks,Manhattan,235,EAST   45 STREET,10017
50017619,SPICY TIBET,Queens,7504,ROOSEVELT AVE,11372
50089810,PLAYHOUSE BAR,Manhattan,100A,7TH AVE S,10014
50089668,CANAL STREET OYSTERS,Manhattan,285,WEST BROADWAY,10013
50102771,KENNEDY CHICKEN & WAFFLE,Brooklyn,17,MACDOUGAL STREET,11233
40708598,NO PARTNERS,Queens,2911,21 AVENUE,11105
50089511,THE BURRITO SPOT,Brooklyn,478,SMITH STREET,11231
40787040,BOSTON MARKET,Queens,6145,188 STREET,11365
40577362,GINO'S PIZZA,Brooklyn,831,FLATBUSH AVENUE,11226
50003105,OLIVER'S ASTORIA,Queens,3719,BROADWAY,11103
50123474,LIEBMAN'S DELI,Brooklyn,356,DEVOE STREET,11211
50043385,EMPANADA MAMA,Manhattan,95,ALLEN STREET,10002
50067271,CAFE GRILL,Queens,2602-2608,96TH ST,
