bar_pub_name,borough,building,address,zip,phone,latitude,longitude
GATE WAY BEER GARDEN,Brooklyn,3162,FULTON STREET,11208,7182353251,40.681878052404,-73.878362045668
GEMS BAR LOUNGE,Brooklyn,1595,BROADWAY,11207,3474060048,40.685504009937,-73.915028721313
GENEROSA BAR,Brooklyn,3412,FULTON STREET,11208,3476973875,40.684319718483,-73.869787036268
GENTLE JUICE BAR,Brooklyn,8400,FLATLANDS AVENUE,11236,6462586198,40.637307694409,-73.910467603111
GOLD STAR BEER COUNTER,Brooklyn,340,STERLING PLACE,11238,7736776855,40.67533936305,-73.966865338598
GOLDEN BLUE BAR & RESTAURANT,Brooklyn,2172,CLARENDON ROAD,11226,3474065414,40.642695282749,-73.957293096966
GOODAS BAR & LOUNGE,Brooklyn,971B,EAST NEW YORK AVENUE,11212,3475734313,40.663756521693,-73.930393650156
GRAND ARMY BAR,Brooklyn,336,STATE STREET,11217,7184227867,40.688265728309,-73.986247395337
GREEN CAFE & JUICE BAR,Brooklyn,81,CEDAR STREET,11221,7185814738,40.697660383159,-73.926614742839
GYRO CORNER CLAM BAR,Brooklyn,1205,BOWERY STREET,11224,3476007112,40.574779009954,-73.979881434562
HALSEY ALE HOUSE,Brooklyn,1204,HALSEY STREET,11207,6464232866,40.691269501076,-73.909760210874
HALSEY BAR & GRILL,Brooklyn,4404,AVENUE H,11234,3475872688,40.632487346249,-73.933971542939
HARBOR FITNESS JUICE BAR,Brooklyn,6161,STRICKLAND AVENUE,11234,7187639200,40.612820162347,-73.912330252659
HAREFIELD ROAD PUB,Brooklyn,769,METROPOLITAN AVENUE,11211,7183886870,40.714605244564,-73.943622250066
HART BAR,Brooklyn,538,HART STREET,11221,6462648426,40.696531573356,-73.929868847333
HEALTHY WAY ORGANICS & JUICE BAR,Brooklyn,241,ROCKAWAY PARKWAY,11212,9178150987,40.661601028928,-73.920653278995
HEIGHTS BAR & GRILL,Brooklyn,766,CLASSON AVENUE,11238,7189301886,40.67375360615,-73.960488823332
HEMO'S SPOT JUICE BAR & CAFE,Brooklyn,486,BAY RIDGE AVENUE,11220,7187590090,40.633725767871,-74.021609975965
HENRY ST. ALE HOUSE,Brooklyn,62,HENRY STREET,11201,7185224801,40.699108141894,-73.992220972435
HIGHBURY PUB,Brooklyn,1002,CORTELYOU ROAD,11218,7189081342,40.639306401185,-73.968641645165
HOMESTRETCH BAR,Brooklyn,214,KINGS HIGHWAY,11223,7183729719,40.605457988791,-73.982861259833
HOOK & REEL CAJUN SEAFOOD & BAR,Brooklyn,2183B,RALPH AVENUE,11234,7187639800,40.624744824886,-73.917800951478
HOOK & REEL CAJUN SEAFOOD & BAR,Brooklyn,430,ALBEE SQUARE,11201,9293970031,40.690930536674,-73.983470249308
HOOK & REEL CAJUN SEAFOOD AND BAR,Brooklyn,1217,SURF AVENUE,11224,7186845533,40.575547604932,-73.980190777515
HUATULCO SPORT BAR,Brooklyn,369,36 STREET,11232,6463994749,40.654771925818,-74.005178954559
HUCKLEBERRY BAR,Brooklyn,588,GRAND STREET,11211,7182188555,40.711209427329,-73.948307108225
HUMMUS BAR,Brooklyn,1202,AVENUE J,11230,9174149203,40.624878462935,-73.964019386069
HUMMUS INC BROOKLYN MEDITERRANEAN BAR,Brooklyn,445,GOLD ST,11201,9293887988,40.690826232689,-73.98345224546
HUNGRY GHOST COFFEE BAR AND CAFE,Brooklyn,253,FLATBUSH AVENUE,11217,7184838666,40.680141949477,-73.974592880299
HUNGRY GHOST COFFEE BAR AT FULTON,Brooklyn,781,FULTON STREET,11217,7187973595,40.685949651894,-73.973526978508
HUNTER BAR 888,Brooklyn,4414,8 AVENUE,11220,7188510418,40.644336387619,-74.00036755075
HUNTER'S STEAK & ALE HOUSE,Brooklyn,9404,FOURTH AVENUE,11209,7182388899,40.616568737775,-74.030904594135
IMANI CARRIBEAN KITCHEN & BAR,Brooklyn,271,ADELPHI STREET,11205,7189230100,40.68926200229,-73.971077268457
IMPERIAL BIKER BAR,Brooklyn,652,FRANKLIN AVENUE,11238,9176820969,40.676106992772,-73.956009812053
IONA'S BAR,Brooklyn,180,GRAND STREET,11211,7183848300,40.71431874209,-73.960886730903
Image Bar & Restaurant,Brooklyn,700,PARKSIDE AVENUE,11226,7187255115,40.656273385623,-73.949722997673
Inga's Bar,Brooklyn,37,CRANBERRY STREET,11201,9176830289,40.699890501608,-73.993865423383
JACK DANIELS BAR - Barclay's Center,Brooklyn,620,ATLANTIC AVENUE,11217,9176186311,40.683446896895,-73.975691312176
JAMIE 'S DESSERT BAR,Brooklyn,54,LINCOLN ROAD,11225,3473841435,40.660834148306,-73.961105637533
JOE'S BAR & GRILL,Brooklyn,257,AVENUE U,11223,7183729595,40.596829586767,-73.974588694935
JOHNNY MACK'S BAR,Brooklyn,1114,8 AVENUE,11215,7188327961,40.664399042805,-73.980355329199
JUS CHILL BAR & GRILL,Brooklyn,589,NEW LOTS AVENUE,11207,7185064040,40.664457709627,-73.887163764425
KA-VA BAR,Brooklyn,160,HAVEMEYER STREET,11211,9292502244,40.711353261282,-73.95770342961
KAVE ESPRESSO BAR,Brooklyn,1087,FLUSHING AVENUE,11237,7183608685,40.704811708617,-73.928503975536
KING'S ESPRESSO BAR,Brooklyn,210,KINGS HWY,11223,7187147013,40.605438873083,-73.983527511041
KINGSLAND BAR,Brooklyn,269,NORMAN AVENUE,11222,3476146886,40.727738218457,-73.942135438245
KINI WINE BAR,Brooklyn,550,METROPOLITAN AVENUE,11211,3477617653,40.714051270951,-73.950591874999
L'UNIQUE BAR & RESTAURANT,Brooklyn,1773,NOSTRAND AVENUE,11226,3474258686,40.64245568922,-73.948663258087
LA GUALACENA BAR & RESTAURANT,Brooklyn,178,WYCKOFF AVENUE,11237,7184561002,40.702135144446,-73.91577203594
LA NONNA RISTORANTE BAR ENOTECA,Brooklyn,184,KENT AVENUE,11249,7183021100,40.718483480375,-73.963698098788
LAKE STREET BAR,Brooklyn,706,MANHATTAN AVENUE,11222,7186090005,40.725780231297,-73.951925269573
LANDLINE BAR,Brooklyn,790,GRAND STREET,11211,7033468406,40.711851231043,-73.941604610473
LAS TAINAS BAR & RESTAURANT,Brooklyn,347,BROADWAY,11211,7182188890,40.707732242191,-73.955931151404
LE FATIMA BAR & GRILL,Brooklyn,1474,BROADWAY,11221,7189750785,40.68743883085,-73.918469764833
LOBBY BAR,Brooklyn,55,WATER STREET,11201,9178104855,40.703293906326,-73.992047363499
LOCUM MEDITERRANEAN GRILL AND BAR,Brooklyn,2027,EMMONS AVENUE,11235,9738419440,40.583719371089,-73.947232518173
LOKI BAR & BENCHMARK RESTAURANT,Brooklyn,304,5 AVENUE,11215,7189659600,40.673484636108,-73.982717535686
LONE STAR BAR & GRILL,Brooklyn,8703,5 AVENUE,11209,7187996364,40.620750070624,-74.026836096018
LORETO KITCHEN & BAR,Brooklyn,280,ASHLAND PLACE,11217,7185541121,40.6869854225,-73.978235678483
LOUNGE BAR CAVE,Brooklyn,2320,MCDONALD AVENUE,11223,3479151515,40.595734151809,-73.973422452309
LOWLANDS BAR,Brooklyn,543,3 AVENUE,11215,3474639458,40.668591811768,-73.993396090338
LUV STORY BAR,Brooklyn,894,WYCKOFF AVENUE,11237,3472007424,40.697044775967,-73.90666897688
Lilly's Pizza Bar,Brooklyn,737,FULTON STREET,11217,6462441143,40.686570315273,-73.975062772125
MAIMONIDES PARK-FLASH BAR,Brooklyn,1904,SURF AVENUE,11224,6155875580,40.575062620406,-73.985878427577
MAMA RAO'S RESTAURANT & BAR,Brooklyn,6408,11 AVENUE,11219,7187452269,40.629119186904,-74.005436344434
MARCY & MYRTLE COFFEE BAR,Brooklyn,574,MARCY AVENUE,11206,9176620727,40.695048591141,-73.94915271648
MAYA'S SNACK BAR,Brooklyn,83,GRAHAM AVENUE,11206,3472277532,40.704361317492,-73.942725666009
MAYAS SNACK BAR,Brooklyn,310,SAINT NICHOLAS AVENUE,11237,3478895529,40.701099346824,-73.910796351397
MEMORIES BAR SHEVROJA,Brooklyn,2611,BATH AVENUE,11214,7187152911,40.592791490104,-73.988377113181
MIDWAY BAR,Brooklyn,272,GRAND STREET,11211,7185991969,40.7131621687,-73.957987244085
MILK BAR,Brooklyn,620,VANDERBILT AVENUE,11238,7182300844,40.677790996992,-73.968821768511
MILK BAR,Brooklyn,204,6 AVENUE,11217,9292763396,40.675528667574,-73.977904154533
MILK BAR,Brooklyn,382,METROPOLITAN AVENUE,11211,2107620164,40.714061488716,-73.955432761024
MINAMI SUSHI & BAR,Brooklyn,299,SOUTH    4 STREET,11211,9179091896,40.709263737449,-73.955706503325
MINI BAR,Brooklyn,482,COURT STREET,11231,3477210529,40.677430169554,-73.998283908734
MINNIE'S BAR,Brooklyn,885,4 AVENUE,11232,2405350815,40.655845217215,-74.002807564897
MO'S BAR,Brooklyn,80,LAFAYETTE AVENUE,11217,7187972849,40.687160375382,-73.974759666594
MODELLO BAR - BARCLAYS CENTER,Brooklyn,620,ATLANTIC AVENUE,11217,9174174384,40.683446896895,-73.975691312176
MOMO HIBACHI STEAKHOUSE & BAR,Brooklyn,1901,EMMONS AVENUE,11235,7187698010,40.583558421598,-73.949432335882
MONTERO BAR & GRILL,Brooklyn,73,ATLANTIC AVENUE,11201,6467294129,40.691247359648,-73.997987861076
MOOT BAR,Brooklyn,579,MYRTLE AVENUE,11205,7186383982,40.69402941829,-73.960956377436
MOVE WITH GRACE YOGA AND JUICE BAR,Brooklyn,431,MYRTLE AVENUE,11205,7182300013,40.693169843941,-73.968367394407
MUNCHEN BAR & GRILL,Brooklyn,144,AVENUE T,11223,9175602904,40.598491255053,-73.97999309376
MY GRILL BAR,Brooklyn,1022,AVENUE P,11223,7189757272,40.609897123019,-73.963065871678
NEW BEACH BAR,Brooklyn,2722,GERRITSEN AVENUE,11229,7185525588,40.592764811783,-73.925070567932
NEW HEIGHTS BAR AND RESTAURANT,Brooklyn,137,SCHENECTADY AVENUE,11213,3475282662,40.674427237259,-73.933360259839
NOSTRAND AVENUE PUB,Brooklyn,658,NOSTRAND AVENUE,11216,7189304467,40.675857475169,-73.949946116767
NOSTRAND STATION BAR & LOUNGE,Brooklyn,822,NOSTRAND AVENUE,11216,3474095815,40.670502634869,-73.950451226189
NUNU BAR,Brooklyn,38,AVENUE O,11204,6467278632,40.610231294411,-73.983702801906
Natural Fuze Bar LLC dba Freckle's Juice,Brooklyn,468,BUSHWICK AVENUE,11206,6463597105,40.701555817787,-73.936845811767
O'SULLIVAN'S PUB,Brooklyn,8902,3 AVENUE,11209,7187459619,40.621275753257,-74.031962223372
OLD MAN HUSTLE BKLYN BAR & COMEDY CLUB,Brooklyn,308,BEDFORD AVENUE,11249,2156051775,40.713803016407,-73.96174915767
OLYMPIA WINE BAR,Brooklyn,54,JAY STREET,11201,7186247900,40.703257722715,-73.98664823385
ON TRACK BAR (O.T.B.),Brooklyn,141,BROADWAY,11211,2014868830,40.710367149637,-73.963543827048
ONE BEDFORD BAR & BISTRO,Brooklyn,627,MANHATTAN AVENUE,11222,5166505595,40.723811769051,-73.950829938097
ONE STOP BEER SHOP,Brooklyn,134,KINGSLAND AVENUE,11222,7185990128,40.720990937766,-73.940875051412
ONTARIO BAR,Brooklyn,559,GRAND STREET,11211,7183842835,40.711127539872,-73.949327971081
ORE BAR,Brooklyn,277,GRAHAM AVENUE,11211,7183874731,40.711967693627,-73.943974379171
PALM BAY BAR,Brooklyn,620,ATLANTIC AVENUE,11217,9176186310,40.683446896895,-73.975691312176
PANCHO'S JUICE BAR,Brooklyn,4416,5 AVENUE,11220,9174358688,40.648316107466,-74.006983882415
PARADE GROUNDS SNACK BAR,Brooklyn,50,PARKSIDE AVENUE,11226,7188566028,40.652182198867,-73.968750893503
PARAISO BAR,Brooklyn,1752,BATH AVENUE,11214,7187596698,40.604243130238,-74.006784785982
PARAISO BAR,Brooklyn,1725,BATH AVENUE,11214,3477969925,40.604704209146,-74.007508692595
PARK SLOPE ALE HOUSE,Brooklyn,356,6 AVENUE,11215,3362870165,40.670536613424,-73.981860345891
PC'S BAR AND GRILL,Brooklyn,7215,5 AVENUE,11209,7184912845,40.631502458423,-74.021796595907
PEDRO'S MEXICAN BAR & RESTAURANT,Brooklyn,73,JAY STREET,11201,7187972851,40.702516637482,-73.986673629017
PINKERTON WINE BAR,Brooklyn,263,NORTH    6 STREET,11211,9734203402,40.714774678397,-73.954288780267
PIPINS PUB,Brooklyn,9023,3 AVENUE,11209,7188331183,40.620603209486,-74.032217652928
PLACES BAR & GRILL,Brooklyn,622,CHESTER STREET,11212,9172990429,40.6563739969,-73.908319104945
POKE TIKY BAR,Brooklyn,564,VANDERBILT AVENUE,11238,3473655214,40.679745084636,-73.968121411642
PRESS DINING & BEER ROOM,Brooklyn,620,ATLANTIC AVENUE,11217,9176186310,40.683446896895,-73.975691312176
PUMPS EXOTIC BAR,Brooklyn,1077,GRAND STREET,11211,7185992474,40.713910441217,-73.932739871011
PUNCHLINE JUICE BAR,Brooklyn,638,NOSTRAND AVENUE,11216,6469727840,40.676554621366,-73.949884303344
Paul's Bar Brooklyn,Brooklyn,283,NOSTRAND AVENUE,11216,3472953755,40.688945134455,-73.951270422312
QUARTER BAR,Brooklyn,676,5 AVENUE,11215,7187880989,40.661776504042,-73.992985867824
RANDAZZO'S CLAM BAR,Brooklyn,2017,EMMONS AVENUE,11235,7186150010,40.583703084254,-73.947628548167
RANDOLPH BEER,Brooklyn,77,SANDS STREET,11201,7182983331,40.700084866257,-73.987528848865
RAZOR'S BAR & LOUNGE,Brooklyn,87,CENTRAL AVENUE,11206,6466898572,40.700654100071,-73.929669743105
RECLAMATION BAR,Brooklyn,817,METROPOLITAN AVENUE,11211,7183875178,40.71472512082,-73.941832947528
"REPUBLIC RESTAURANT, BAR & LOUNGE",Brooklyn,470,DRIGGS AVENUE,11211,6464654267,40.71895225383,-73.954383306213
RESORTS WORLD CASINO BAR,Brooklyn,620,ATLANTIC AVENUE,11217,9176186310,40.683446896895,-73.975691312176
ROOFTOP BAR,Brooklyn,97,WYTHE AVENUE,11249,2124706917,40.721031711322,-73.958790366958
ROSE'S R&R BAR,Brooklyn,457,GRAHAM AVENUE,11222,6462217980,40.719167876256,-73.945328331096
ROSIE PIZZA BAR,Brooklyn,128,CENTRAL AVENUE,11221,7184404369,40.699912226274,-73.928401056449
SAIGON BAR AND GRILL,Brooklyn,4521,AVENUE N,11234,7183388886,40.618671346772,-73.93142060352
SALUD BAR & GRILL,Brooklyn,1413,BUSHWICK AVENUE,11207,9178267480,40.684448340321,-73.90926108532
SAVVY BISTRO AND BAR,Brooklyn,710,NOSTRAND AVENUE,11216,3475337880,40.674438484311,-73.950080573499
SCHNITZI SCHNITZEL BAR,Brooklyn,1299,CONEY ISLAND AVENUE,11230,7183384015,40.625935625381,-73.965384139372
SET BAR LOUNGE & BILLARDS,Brooklyn,1828,MCDONALD AVENUE,11223,7187585999,40.608030664078,-73.972859310032
SHEEPSHEAD BAY YACHT CLUB BAR,Brooklyn,3076,EMMONS AVENUE,11235,7188910991,40.58396636655,-73.936367010318
SHENANIGANS PUB,Brooklyn,802,CATON AVENUE,11218,7186333689,40.647728453129,-73.972799855941
SNATCH & GO INTERNET CAFE & JUICE BAR,Brooklyn,3410,CHURCH AVENUE,11203,7182825800,40.651004219714,-73.945496121494
SOMEDAY BAR,Brooklyn,364,ATLANTIC AVENUE,11217,9294808454,40.687458762634,-73.986229533523
SOUTH SLOPE RESTAURANT & BAR,Brooklyn,486,5 AVENUE,11215,9175006558,40.667743184397,-73.987502476841
ST. GAMBRINUS BEER SHOPPE,Brooklyn,533,ATLANTIC AVENUE,11217,3477632261,40.68499301115,-73.979848054296
STARR BAR,Brooklyn,214,STARR STREET,11237,7188211100,40.705137575155,-73.923086302263
SURF BAR,Brooklyn,139,NORTH    6 STREET,11249,7183024441,40.717598018968,-73.958824964932
SUSHI K BAR,Brooklyn,888,BEDFORD AVENUE,11205,7188715227,40.694225279206,-73.956084359294
SUSHI K BAR BP,Brooklyn,4120,16 AVENUE,11204,7188715227,40.635161788938,-73.981225072183
SWEET BROOKLYN BAR & GRILL,Brooklyn,608,NOSTRAND AVENUE,11216,3474250111,40.677800697286,-73.949764389946
TALON BAR,Brooklyn,220,WYCKOFF AVENUE,11237,7183663192,40.701244678472,-73.914207932039
TAP BEER,Brooklyn,1781,SHEEPSHEAD BAY ROAD,11235,3475306443,40.584171102484,-73.950792738413
TATANKAS TEA AND TINCTURE BAR,Brooklyn,557,CLASSON AVENUE,11238,7185006217,40.6815947444,-73.958544422031
TEA BAR,Brooklyn,506,DRIGGS AVENUE,11211,6463616839,40.718057838683,-73.95534710731
TEDDY'S BAR & GRILL,Brooklyn,96,BERRY STREET,11249,7183849787,40.719269406542,-73.958336915049
TEQUILA FIESTA BAR RESTAURANT,Brooklyn,280,KNICKERBOCKER AVENUE,11237,6462475374,40.702119065699,-73.924197016882
THE ATLANTIS JUICE BAR,Brooklyn,608,FLATBUSH AVENUE,11225,3478580226,40.658717724463,-73.960522992791
THE BEER GARAGE,Brooklyn,412,DOUGLASS STREET,11217,7185763409,40.678482371945,-73.979662554113
THE BROCCOLI BAR,Brooklyn,690,FULTON STREET,11217,6469124374,40.686207819257,-73.97422277771
THE BUSH DOCTOR JUICE BAR,Brooklyn,307,TOMPKINS AVENUE,11216,7185947607,40.687468220655,-73.944723410736
THE BUTTERY BAR,Brooklyn,152,DRIGGS AVENUE,11222,7187011630,40.723048619811,-73.944581946632
THE CHEF SIMPSON RESTAURANT AND BAR,Brooklyn,673,ATLANTIC AVENUE,11217,3478394874,40.682993518228,-73.973477679078
THE CRISIS BAR,Brooklyn,913,BROADWAY,11206,9175861240,40.697647034766,-73.936434800498
THE GREAT ROOM BAR,Brooklyn,333,ADAMS STREET,11201,7182467000,40.693590876507,-73.988903996517
THE GRUMPY CAT BAR,Brooklyn,480,62 STREET,11220,9172284309,40.638694454048,-74.017961617546
THE GUTTER BAR,Brooklyn,200,NORTH   14 STREET,11249,7183873585,40.722883195344,-73.955488169884
THE HILLS RESTAURANT AND BAR,Brooklyn,4706,CHURCH AVENUE,11203,7188565501,40.651598764376,-73.933109258642
THE KENT ALE HOUSE,Brooklyn,51,KENT AVENUE,11249,3472278624,40.722440003121,-73.959424444186
THE LEIF BAR,Brooklyn,6725,5 AVENUE,11220,7186800016,40.634917225441,-74.020399779383
THE LONG ISLAND BAR,Brooklyn,110,ATLANTIC AVENUE,11201,7186258908,40.690808159112,-73.996466159306
THE MINT LEAF JUICE BAR & CAFE,Brooklyn,843,EMPIRE BOULEVARD,11213,8312332226,40.663585756325,-73.934037962051
THE OVAL SPORTS BAR & LOUNGE,Brooklyn,4201,CHURCH AVENUE,11203,3475334673,40.651384644455,-73.937938595443
THE PURPLE ROSE BAR,Brooklyn,7217,8 AVENUE,11228,7186806030,40.62851423374,-74.016784425706
THE RED DOORS BAR AND GRILL,Brooklyn,1205,SURF AVENUE,11224,6468530044,40.575542063246,-73.979892002978
THE ROYAL SEAFOOD BAR,Brooklyn,160,HAVEMEYER STREET,11211,9734203402,40.711353261282,-73.95770342961
THE SWALLOW CAFE & ESPRESSO BAR,Brooklyn,49,BOGART STREET,11206,7183811944,40.705322388014,-73.933311222353
THE WING BAR,Brooklyn,275,SMITH STREET,11231,7182372728,40.682557225208,-73.993272114589
THERAPY WINE BAR 2.0,Brooklyn,260,MALCOLM X BOULEVARD,11233,6462337371,40.684273087169,-73.929340948364
THREE BROTHERS BAR,Brooklyn,4910,3 AVENUE,11220,5163139785,40.648112334335,-74.014137093295
TIJUANA SPORTS BAR,Brooklyn,472,KINGS HIGHWAY,11223,7183391002,40.60420708179,-73.972461129994
TILTZ SPORTS BAR & ARCADE,Brooklyn,942,FLUSHING AVENUE,11206,7184184589,40.702767220506,-73.933681662543
TIPSY DOG'S BAR,Brooklyn,400,TROUTMAN STREET,11237,6464693222,40.706301376735,-73.923113808715
TOM AND JOANS WHISKEY BAR,Brooklyn,437,GRAHAM AVENUE,11211,7183835336,40.718237244914,-73.945004426896
TRAVEL BAR,Brooklyn,520,COURT STREET,11231,3474539295,40.676049555305,-73.998947293621
TRINIJAM BK ROTI BAR & GRILL,Brooklyn,9501,FLATLANDS AVENUE,11236,7189860215,40.642658767808,-73.902219534225
TROPIKS BAR GRILL,Brooklyn,422,UTICA AVENUE,11213,6467038209,40.664034456233,-73.931575637658
TSOB-TSOBE CAFE LOUNGE BAR,Brooklyn,2817,CONEY ISLAND AVENUE,11235,7187596999,40.587828136795,-73.960381441103
TWO8TWO BAR & BURGER,Brooklyn,282,ATLANTIC AVENUE,11201,7185962282,40.688757398679,-73.98962957952
Theodora Wine Bar,Brooklyn,197,ADELPHI STREET,11205,7182339134,40.691872411467,-73.971595398318
U BAR & RESTAURANT,Brooklyn,1114-1116,AVENUE U,11223,3475876843,40.598324395012,-73.96093333574
UNION STREET PUB,Brooklyn,829,FRANKLIN AVENUE,11225,3477156312,40.67004184985,-73.958183937344
VEGGIES NATURAL JUICE BAR & CAFE,Brooklyn,1209,NOSTRAND AVENUE,11225,3473651669,40.657676219121,-73.950298602361
VIA ROMA PIZZA BAR,Brooklyn,445,COURT STREET,11231,9293379714,40.678034015081,-73.997970234948
WALK UP BAR,Brooklyn,55,WATER STREET,11201,9178105281,40.703293906326,-73.992047363499
WATT LI KITCHEN AND BAR,Brooklyn,1505,NEWKIRK AVENUE,11226,3474139790,40.635596578837,-73.963192108752
WEST WINE BAR,Brooklyn,67,WEST STREET,11222,9179091087,40.728654033054,-73.959081492437
WINDY CITY ALE HOUSE,Brooklyn,7915,3 AVENUE,11209,7186305700,40.62837454273,-74.029040346212
WYTHE HOTEL BAR,Brooklyn,80,WYTHE AVENUE,11249,7184608000,40.722035912673,-73.957736307943
Woodzzy Bar and Restaurant,Brooklyn,1133,CLARKSON AVENUE,11212,9179924407,40.660709043637,-73.920751660938
XSTASY BAR & LOUNGE,Brooklyn,758,5 AVENUE,11232,7184992348,40.658460970554,-73.996431837413
YOLIE'S BAR & RESTAURANT,Brooklyn,5722,CLARENDON ROAD,11203,3472535410,40.644856426709,-73.922561485745
ZEKE'S BAR,Brooklyn,1452,FULTON STREET,11216,6469427210,40.679995882089,-73.942566404084
1020 BAR,Manhattan,1020,AMSTERDAM AVENUE,10025,2125313468,40.803093425955,-73.963781811583
11TH ST BAR,Manhattan,510,EAST   11 STREET,10009,2129823929,40.728215152107,-73.981281738153
123 Burger Shot Beer,Manhattan,712,WEST  125 STREET,10027,6468500193,40.81839164752,-73.960771133637
12TH ST. ALE HOUSE,Manhattan,192,2 AVENUE,10003,2122532323,40.731287180283,-73.985697258364
151 JB BAR,Manhattan,2823,FREDERICK DOUGLASS BOULEVARD,,9143544662,0.0,0.0
169 BAR,Manhattan,169,EAST BROADWAY,10002,9175772077,40.714072440996,-73.989813201259
1927 Cafe Bar Popularr,Manhattan,19,SAINT NICHOLAS AVENUE,10026,9177097373,40.799345451792,-73.952438998788
21 BAR,Manhattan,4318,BROADWAY,10033,9179752690,40.85195623528,-73.934811955155
310 BOWERY BAR,Manhattan,310,BOWERY,10012,2124771166,40.724796447166,-73.992373098007
3RD FLOOR COFFEE BAR,Manhattan,200,WEST STREET,10282,6464465150,40.713838756323,-74.013812009623
55 BAR,Manhattan,55,CHRISTOPHER STREET,10014,2129299883,40.733711678572,-74.002183015821
575 PUB ON SECOND,Manhattan,93,2 AVENUE,10003,9177703962,40.727055095993,-73.988793773122
59E59 BAR,Manhattan,59,EAST   59 STREET,10022,2127535959,40.763304726193,-73.970727320277
7B BAR,Manhattan,108,AVENUE B,10009,2126776742,40.724984562415,-73.981282649047
809 GRILL & BAR RESTAURANT,Manhattan,112,DYCKMAN STREET,10040,2123043800,40.86201245293,-73.925022728194
A PASTA BAR,Manhattan,330,WEST BROADWAY,10013,6463015372,40.722106759214,-74.004008110129
A.W.O.L. BAR & GRILL,Manhattan,337,3 AVENUE,10010,6466829405,40.739962907183,-73.982306884725
ABC BEER CO.,Manhattan,96,AVENUE C,10009,6464227103,40.723757270856,-73.979078660023
ACCENT RESTAURANT & BAR,Manhattan,429,3 AVENUE,10016,9177508470,40.743102540142,-73.980018067734
ACE BAR,Manhattan,531,EAST    5 STREET,10009,2129798476,40.724504576151,-73.983552084448
ACME BAR & GRILL,Manhattan,9,GREAT JONES STREET,10012,2122032121,40.727412301884,-73.993920607258
ADRIENNE'S PIZZA BAR,Manhattan,54,STONE STREET,10004,2122483838,40.704402614918,-74.010210562285
ALDO SOHM WINE BAR,Manhattan,151,WEST   51 STREET,10019,2125541515,40.761317074103,-73.981846356569
ALIOU'S JUICE BAR,Manhattan,1637,PARK AVENUE,10029,2019368337,40.799143697494,-73.943333665458
ALL STARS SPORTS BAR & GRILL,Manhattan,327,WEST   57 STREET,10019,2129561606,40.767119787144,-73.983823107782
AMA RAW BAR,Manhattan,190,AVENUE B,10009,5165326518,40.72790737121,-73.979153119564
AMELIE WINE BAR,Manhattan,566,AMSTERDAM AVENUE,10024,4153104853,40.788614973424,-73.974341872062
AMERICAN BAR,Manhattan,1471,1 AVENUE,10075,2129889008,40.770759430087,-73.953849460663
AMERICAN RETRO BAR & GRILL,Manhattan,714,11 AVENUE,10019,2122452203,40.76625344444,-73.994339425207
AMSTERDAM ALE HOUSE,Manhattan,340,AMSTERDAM AVENUE,10024,2123627260,40.781240900337,-73.979721319327
ANA BAR AND EATERY,Manhattan,20,HUDSON YARDS,10001,7705975940,40.753037571144,-74.000281528635
ANNIE MOORES PUB & RESTAURANT,Manhattan,22,EAST   41 STREET,10017,2129867826,40.752335962275,-73.980275157225
ANTLER BEER & WINE DISPENSARY,Manhattan,123,ALLEN STREET,10002,2124325000,40.719680030175,-73.990129803329
ANYTIME BAR & BILLIARDS,Manhattan,112,WEST   30 STREET,10001,6466372967,40.747544894367,-73.990291675001
ART BAR,Manhattan,52,8 AVENUE,10014,2127270244,40.738578108589,-74.003630206504
ARTICHOKE BASILLE'S PIZZA & BAR,Manhattan,111,MACDOUGAL STREET,10012,6462786100,40.729811386352,-74.000656670306
ARTICHOKE BASILLE'S PIZZA & BAR,Manhattan,457,WEST   17 STREET,10011,2127929200,40.743735417281,-74.006026755433
ARTS AND CRAFTS BEER PARLOR,Manhattan,26,WEST    8 STREET,10011,6466785263,40.732685128085,-73.997409287405
ARTS AND CRAFTS BEER PARLOR,Manhattan,1135,AMSTERDAM AVENUE,10025,9176756835,40.806647016836,-73.961160981905
AT NINE RESTAURANT & BAR,Manhattan,592,9 AVENUE,10036,2122654499,40.758782098419,-73.992354752911
AURA ZOOB ZIB THAI AUTHENTIC NOODLE BAR,Manhattan,460,9 AVENUE,10018,2129718530,40.754418098909,-73.995535151707
AYZA CAFE & WINE BAR,Manhattan,11,WEST   31 STREET,10001,2127142992,40.746830889626,-73.986643076461
American Bar,Manhattan,33,GREENWICH AVENUE,10014,6466093615,40.735078591808,-74.000230935355
Amores Cafe and Salad Juice Bar,Manhattan,5025,BROADWAY,10034,3473403235,40.86938998294,-73.916615146727
BACK POCKET BAR,Manhattan,462,WEST   49 STREET,10019,9176901224,40.76355514208,-73.991094343049
BAGEL BURGER BAR,Manhattan,1646,MADISON AVENUE,10029,9177011336,40.796035986057,-73.947738961918
BAGEL PUB,Manhattan,350,7 AVENUE,10001,9177545252,40.748157154357,-73.992695230087
BAGEL PUB,Manhattan,418,6 AVENUE,10011,9177545252,40.734049302811,-73.99923143019
BAILEY'S CORNER PUB,Manhattan,1607,YORK AVENUE,10028,2126501341,40.775079806713,-73.947751861125
BAR (GARDEN BAR 6TH FLOOR),Manhattan,4,PENN PLAZA,10121,2124656273,40.750654836632,-73.991944239076
